,Source,Target,Predicted
132,A throne is the official chair or seat upon which a monarch is seated on state or ceremonial occasions .,A throne is the official chair or seat upon which a monarch is seated on state or ceremonial occasions .,a throne is the official chair or indiana when which a brother town knuckles
133,Fontenelle en Brie is a commune in the Aisne department in Picardie in northern France .,Fontenelle-en-Brie is a commune . It is found in the region Picardie in the Aisne department in the north of France .,maizieres pir ag is a commune . burundi province arthur . rore part in
134,The pair fall in love and Edward introduces Bella to his vampire family Carlisle Esme Alice Jasper Emmett and Rosalie .,"Bella and Edward fall in love and Edward introduces her to his family , Carlisle , Esme , Alice , Jasper , Emmett , and Rosalie who are also vampires .",the green and in norway and edward edward flavio to his white noble syrsan
135,Video games known to have been developed or ported by Japanese company TOSE .,This is a category for games made by TOSE .,other team is to major machine particle flavio flavio flavio soap and queen .
136,When the Nazis ascended to power they used the Gate as a party symbol .,"When the Nazis came to power , they used the Gate as their symbol .",when geneva thesz honduras to power they used structures municipal asteroids in the administrative
137,If you see a bot inserting external links please consider checking the other language wikis to see if the attack is widespread .,"If you see a bot putting in external links , please consider checking the other language wikis to see if the attack is widespread .",if you see a bot putting from kilmarnock kilmarnock maintain checking putting the meaning
138,A fee of million was agreed between Rangers and Derby allowing Miller to enter into discussions about a transfer back to Ibrox on June .,A fee of # 2m was agreed between Rangers and Derby allowing Miller to move back to Ibrox .,a white of st was agreed between rangers and fair degrees garrett to enter
139,It was formed on February by broadcasting organizations from Europe and the Mediterranean at a conference in the coastal resort of Torquay in Devon England .,"The European Broadcasting Union , known in French as L'Union Européenne de Radio-T élévision , and unrelated to the European Union , was formed on 12 February 1950 by 23 broadcasting organizations from Europe and the Mediterranean at a conference in the coastal resort of Torquay in Devon , England .",it was formed by berlin by american wooden guinea and india and crows .
140,Punnett is probably best remembered today as the creator of the Punnett square a tool still used by biologists to predict the probability of possible genotypes of offspring .,"Punnett is probably best remembered today as the creator of the Punnett square , a tool still used by biologists to predict the probability of possible genotypes of offspring .",singin is probably best remembered today as the mcdiarmid of the singin cross a
141,Despite several official complaints from the BBC BARB continues to publish figures which the BBC argues are unrepresentative .,"Despite several official complaints from the BBC , BARB continues to publish figures which the BBC argues are unrepresentative .",despite gwinnett official laureles from the shortest secretariat continues to accept figures which the
142,The town was a Neolithic settlement and an important Etruscan center with an original civilization it became a municipium in the Roman Age .,The city was a Neolithic settlement and an important Etruscan center . It became a `` municipium '' in the Roman Age .,the town was a neolithic settlement and an important important center with an greek
143,Xubuntu versions are released twice a year coinciding with Ubuntu releases . Xubuntu uses the same version numbers and code names as Ubuntu using the year and month of the release as the version number .,Xubuntu is a free Linux distribution based on Ubuntu .,alps is well tall lego a new indigenous traces fibers by lille . .
144,Ritchie Neville is an English singer most noted for being a member of the successful boyband Five .,Richard Neville Dobson known professionally as Ritchie Neville is an English singer .,paton ich is an english singer football player . for wigan plays of kontinental
