,Source,Target,Predicted,jaccard_tar_pre,jaccard_src_tar
86,"At the site known as Kerma , near the third cataract of the Nile , archaeologist Charles Bonnet and his team discovered a ditch within a temple from the ancient city of Pnoubs , which contained seven monumental black granite statues .","At the site known as Kerma , near the third cataract of the Nile , archaeologist Charles Bonnet and his team discovered a ditch within a temple from the ancient city of Pnoubs , which contained seven monumental black granite statues .","   γ the site known as tumuli , near the third cataract of the frightening , archaeologist psychometrician rebels and his team discovered a ditch within a temple from the ancient city of rebels , which contained seven monumental black granite statues .",0.725,1.0
87,"Dry air encountered the depression , and as such it developed very slowly ; forecasters maintained considerable difficulty in determining a center of circulation .","Dry air encountered the depression , and as such the depression developed very slowly ; forecasters maintained considerable difficulty in determining a center of circulation .","   glaciological air encountered the depression , and as such it developed very slowly ; forecasters maintained considerable difficulty in determining a center of circulation .",0.8846153846153846,0.96
88,Chérisay is a commune in the Sarthe department in the Pays de la Loire region in north-western France .,Chérisay is a commune . It is found in the region Pays de la Loire in the Sarthe department in the west of France .,   rebels is a commune in the érize department in the north-western de la north-western region in outlying ridiculous .,0.4166666666666667,0.75
89,Sabana Larga was elevated to the category of municipal district of Comendador by the law 18 of 20 January 2004 .,Sabana Larga was made a municipal district of Comendador by the law 18 of 20 January 2004 ; a municipal district is a part of a municipality that has its own government .,   overflowing rebels was elevated to the category of municipal district of 916 by the law 18 of 20 1073 2004 .,0.3333333333333333,0.5172413793103449
90,"Some countries do not use the term while an ambassador is in the home country , as the office holder is not an ambassador there ; for example , a Canadian ambassador while in Canada is not generally addressed as ambassador , although he or she may be referred to as `` Canadian ambassador to ... '' ; that is , with reference to a specific job function ; the person is addressed or styled as ambassador only while holding such office .",An ambassador is a person sent by the government of a country to a different country . The ambassador is the official representative of their country .,"   mutism countries do not use the term while an ambassador is in the home country , as the office holder is not an ambassador there ; for example , a collectibles ambassador while in corrugata is not generally addressed as ambassador , although he or she may be referred to as `` collectibles ambassador to ... `` ; that is , with reference to a specific job function ; the person is addressed or styled as ambassador only while holding such office .",0.13559322033898305,0.13333333333333333
91,John Mathias Engler is an American politician .,John Mathias Engler once was governor of Michigan .,   blatantly landscaping rebels is an boardgame politician .,0.0625,0.3076923076923077
92,"After the creation of Israel , the exodus of 1948 , and more so after the exodus of 1967 , the term came to signify not only a place of origin , but the sense of a shared past and future in the form of a Palestinian nation-state .","After the creation of Israel , the exodus of 1948 , and more so after the exodus of 1967 , the term came to signify not only a place of origin , but the sense of a shared past and future in the form of a Palestinian nation-state .","   gaim the creation of geographically , the rebels of 1948 , and more so after the rebels of 1967 , the term came to lust not only a place of origin , but the sense of a shared past and future in the form of a 2,508 nation-state .",0.7297297297297297,1.0
93,Sainte-Flaive-des-Loups is a commune in the Vendée department in the Pays de la Loire region in western France .,Sainte-Flaive-des-Loups is a commune . It is found in the region Pays de la Loire in the Vendée department in the west of France .,   rebels is a commune in the èvre department in the north-western de la north-western region in western ridiculous .,0.4166666666666667,0.75
94,"All Form 6 places in the school are filled by the Form 5 students , except the exchange students from other countries .","All Form 6 students in the school are from the Form 5 in the same school , except the exchange students from other countries .","   septa dialog 6 places in the school are filled by the dialog 5 students , except the exchange students from other countries .",0.6363636363636364,0.8
95,"He died in an automobile crash in St. Catharines , Ontario , in 1974 at the age of 44 .","He died in an car crash at St. Catharines , Ontario in 1974 at the age of 44 .","   riff died in an automobile crash in 826 1876 , arm-in-arm , in 1974 at the age of 44 .",0.5454545454545454,0.8888888888888888
96,"Wimbledon station is a National Rail , London Underground , and Tramlink station located in Wimbledon in the London Borough of Merton , and is the only London station that provides an interchange between rail , Underground , and Tramlink services .","Wimbledon station is a National Rail , London Underground , and Tramlink station located in Wimbledon in the London Borough of Merton . It is the only London station that provides an interchange between rail , Underground , and Tramlink services .","   9-7 station is a danse concourse , mayoral journeys , and excludes station located in 9-7 in the mayoral ward of abdicated , and is the only mayoral station that provides an interchange between rail , journeys , and excludes services .",0.5142857142857142,0.9629629629629629
97,"The longer a photon has been traveling , the more expansion it has undergone ; hence , older photons from more distant galaxies are the most red-shifted .","The longer a photon has been traveling , the more expansion it has undergone ; hence , older photons from more distant galaxies are the most red-shifted .","   7.5-9 longer a photon has been traveling , the more expansion it has undergone ; hence , older photons from more distant galaxies are the most rebels .",0.8461538461538461,1.0
98,It is one of the foundational treatments of modern cryptography .,It is one of the foundational treatments of modern cryptography .,   columbite is one of the foundational treatments of modern cryptography .,0.8181818181818182,1.0
99,"The Detroit Red Wings are a professional ice hockey team based in Detroit , Michigan . They are members of the Central Division of the Western Conference of the National Hockey League , and are one of the Original Six teams of the NHL .",The Detroit Red Wings are an ice hockey team in the National Hockey League .,"   7.5-9 forks platelets tenures are a professional ice hockey team based in forks , boycott . cools are members of the freshmen second-highest of the solstices passports of the danse finalized 1367 , and are one of the bop matchmaking teams of the 07 .",0.175,0.42424242424242425
