,Source,Target,Predicted
147,But when the fullness of time had come God sent his Son born of a woman born under the law . . .,"But when the fullness of time had come , God sent his Son , born of a woman , born under the law ...",in is is the the is the is the is the the is the
148,A Dutch province represents the administrative layer in between the national government and the local municipalities having the responsibility for matters of subnational or regional importance .,A Dutch province is the administrative layer in between the national government and the local municipalities . It has the responsibility for matters of regional importance .,of is is is the is is is . <end>
149,Porcupines are attracted to roads in areas where rock salt is used to melt ice and snow and are known to gnaw on vehicle tires or wiring coated in road salt .,"Porcupines like going near roads in areas where rock salt is used to melt ice and snow , and are known to gnaw on vehicle tires or wiring coated in road salt .",in is is is of of . <end>
150,It s based on a scenario when I was going through a breakup with a girl .,"It 's based on a scenario when I was going through a breakup with a girl , and I was in one of these clubs but wishing I did n't have to be .",in is is is the is is is . <end>
151,Le Souich is a commune in the Pas de Calais department in the Nord Pas de Calais region of France .,Le Souich is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,of is is is is is is is is is . <end>
152,This practice was soon coupled with the name itself into an official number name designation Vesta as the number of minor planets increased .,"This practice was soon coupled with the name itself into an official number-name designation , '' Vesta '' , as the number of minor planets increased .",of is is is the is of . <end>
153,Throughout the majority of the books Harry also has a pet owl named Hedwig used to deliver and receive messages and packages .,"Throughout most of the books , Harry also has a pet owl named Hedwig , used to deliver and get messages and packages .",of is is the is the is the is the is the is the
154,Hermippe is about kilometres in diameter and orbits Jupiter at an average distance of Mm in . days at an inclination of to the ecliptic in a retrograde direction and with an eccentricity of . .,"Hermippe is about 4 kilometres in diameter , and orbits Jupiter at an average distance of 21,182,000 km in 629.809 days , at an inclination of 151 to the ecliptic , with an eccentricity of 0.2290 .",in is is is of . <end>
155,After passing the trough line the wind veers southeast the humidity abruptly rises and the atmosphere destabilizes . This yields widespread showers and thunderstorms sometimes severe .,"With the passage of the trough line , the wind turns to the southeast , the humidity suddenly rises , and the atmosphere destabilizes , producing widespread showers and thunderstorms , sometimes severe .",in is is the is the is of the is the is the is
156,Soon afterwards a new marketplace was opened as well as St . Peter s and Paul s hospital and gymnasium .,"Soon after a new marketplace was opened , and St. Peter 's and Paul 's hospital and a gymnasium .",of is is is is is is is . <end>
157,In she averaged . while no other player averaged even .,"In 1975 she averaged 4.05 , while no other player averaged even 3 .",<end>
158,Other cells with little in the way of membrane transport functions that change with time have a resting membrane potential that can be measured by inserting an electrode into the cell . Transmembrane potentials can also be measured optically with dyes that change their optical properties according to the membrane potential .,"The resting potential of a cell is the membrane potential that would be maintained if there were no action potentials , synaptic potentials , or other active changes in the membrane potential .",in is is is the first is is is is the first is the
159,Other nearby settlements include Pont Bellanger and Beaumesnil .,Other nearby settlements are Pont-Bellanger and Beaumesnil .,<end>
160,The following table shows the median household income according to the educational attainment of the householder .,The following table shows the median household income according to the educational attainment of the householder .,in is is the the is the is the is the the the is
161,For example in the many worlds hypothesis new universes are spawned with every quantum measurement .,"For example , in the many-worlds hypothesis , new `` universes '' are created with every quantum measurement .",in is is is the is is . <end>
162,Its main tributary is the Benue River .,Its main tributary is the Benue River .,in is is is the is of . <end>
163,Below is a list of previous and current releases .,Below is a list of previous and current releases .,<end>
